id,player_class,type,cost,attack,health,rarity,mechanics1,mechanics2,mechanics3,mechanics4,play_requirements1,play_requirements2,play_requirements3,play_requirements4,play_requirements5,play_requirements_val1,play_requirements_val2,play_requirements_val3,play_requirements_val4,play_requirements_val5,race,durability,entourage
GVG_069,0.16666666666666666,0.16666666666666666,0.5,0.1,0.015,0.2,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
hexfrog,0.16666666666666666,0.16666666666666666,0.0,0.0,0.005,0.2,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
GVG_072,0.75,0.16666666666666666,0.2,0.06666666666666667,0.015,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
OG_145,0.16666666666666666,0.16666666666666666,0.5,0.1,0.02,0.2,0.35294117647058826,0.20588235294117646,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
OG_313,0.08333333333333333,0.16666666666666666,0.3,0.06666666666666667,0.01,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
AT_090,0.16666666666666666,0.16666666666666666,0.5,0.13333333333333333,0.015,0.2,0.38235294117647056,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
KAR_035,0.75,0.16666666666666666,0.4,0.1,0.03,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TB_MechWar_Minion1,0.16666666666666666,0.16666666666666666,0.2,0.03333333333333333,0.005,1.0,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
XXX_099,0.16666666666666666,0.16666666666666666,0.0,0.03333333333333333,0.005,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CS2_141,0.16666666666666666,0.16666666666666666,0.3,0.06666666666666667,0.01,0.2,0.029411764705882353,0.0,0.0,0.0,0.2727272727272727,0.30303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0,0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_312,0.5,0.16666666666666666,0.7,0.16666666666666666,0.025,0.2,0.029411764705882353,0.2647058823529412,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LOEA09_6H,0.16666666666666666,0.16666666666666666,0.2,0.06666666666666667,0.01,1.0,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LOEA07_12,0.16666666666666666,0.16666666666666666,0.5,0.13333333333333333,0.03,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_755,0.25,0.16666666666666666,0.3,0.1,0.015,0.8,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_085,0.16666666666666666,0.16666666666666666,0.4,0.06666666666666667,0.03,0.2,0.23529411764705882,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_614t,0.16666666666666666,0.16666666666666666,0.1,0.06666666666666667,0.005,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_tk34,0.3333333333333333,0.16666666666666666,0.6,0.2,0.03,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
CS2_064,0.3333333333333333,0.16666666666666666,0.6,0.2,0.03,0.2,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
LOEA09_11,0.16666666666666666,0.16666666666666666,0.3,0.03333333333333333,0.005,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CS2_213,0.16666666666666666,0.16666666666666666,0.6,0.16666666666666666,0.01,1.0,0.4411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KAR_A10_04,0.16666666666666666,0.16666666666666666,0.3,0.06666666666666667,0.03,1.0,0.47058823529411764,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_241a,0.3333333333333333,0.16666666666666666,0.1,0.03333333333333333,0.005,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_712_t04,0.16666666666666666,0.16666666666666666,0.4,0.13333333333333333,0.02,1.0,0.2647058823529412,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_019,0.3333333333333333,0.16666666666666666,0.4,0.03333333333333333,0.005,0.6,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
EX1_162,0.16666666666666666,0.16666666666666666,0.2,0.06666666666666667,0.01,0.2,0.5,0.23529411764705882,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
CFM_751,0.3333333333333333,0.16666666666666666,0.7,0.2,0.03,0.2,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
GVG_051,0.25,0.16666666666666666,0.1,0.03333333333333333,0.015,0.2,0.5294117647058824,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
EX1_165t2,0.08333333333333333,0.16666666666666666,0.5,0.13333333333333333,0.03,0.2,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
GVG_068,0.16666666666666666,0.16666666666666666,0.4,0.1,0.025,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BRMC_90,0.16666666666666666,0.16666666666666666,0.2,0.2,0.03,1.0,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
skele21,0.16666666666666666,0.16666666666666666,0.1,0.06666666666666667,0.005,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
OG_138,0.16666666666666666,0.16666666666666666,0.6,0.13333333333333333,0.02,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GVG_106,0.16666666666666666,0.16666666666666666,0.5,0.03333333333333333,0.025,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
XXX_109,0.16666666666666666,0.16666666666666666,0.0,0.23333333333333334,0.025,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
EX1_556,0.16666666666666666,0.16666666666666666,0.3,0.06666666666666667,0.015,0.2,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
NAX8_04,0.16666666666666666,0.16666666666666666,0.3,0.1,0.02,1.0,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_087,0.16666666666666666,0.16666666666666666,0.3,0.06666666666666667,0.005,0.2,0.4411764705882353,0.35294117647058826,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_325,0.16666666666666666,0.16666666666666666,0.1,0.03333333333333333,0.01,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
LOEA09_5H,0.16666666666666666,0.16666666666666666,0.3,0.1,0.015,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GVG_045t,0.3333333333333333,0.16666666666666666,0.1,0.03333333333333333,0.005,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
OG_256,0.16666666666666666,0.16666666666666666,0.3,0.06666666666666667,0.01,0.2,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NAX15_03n,0.16666666666666666,0.16666666666666666,0.4,0.1,0.015,1.0,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FP1_002t,0.16666666666666666,0.16666666666666666,0.1,0.03333333333333333,0.005,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BRMA01_3,0.16666666666666666,0.16666666666666666,0.6,0.13333333333333333,0.04,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_316t,0.5833333333333334,0.16666666666666666,0.1,0.03333333333333333,0.005,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
BRMA10_4H,0.16666666666666666,0.16666666666666666,0.1,0.0,0.015,1.0,0.5588235294117647,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NEW1_017,0.16666666666666666,0.16666666666666666,0.1,0.03333333333333333,0.01,0.6,0.029411764705882353,0.0,0.0,0.0,0.15151515151515152,0.2727272727272727,0.030303030303030304,0.030303030303030304,0.030303030303030304,14,0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
LOE_019,0.6666666666666666,0.16666666666666666,0.3,0.1,0.02,0.8,0.029411764705882353,0.0,0.0,0.0,0.2727272727272727,0.24242424242424243,0.42424242424242425,0.030303030303030304,0.030303030303030304,0,0,0,1.0,1.0,1.0,1.0,1.0
GVG_060,0.4166666666666667,0.16666666666666666,0.5,0.06666666666666667,0.025,0.6,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_694,0.6666666666666666,0.16666666666666666,0.4,0.13333333333333333,0.02,0.8,0.029411764705882353,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.45454545454545453,0.030303030303030304,0.030303030303030304,0,0,0,1.0,1.0,1.0,1.0,1.0
EX1_283,0.16666666666666666,0.16666666666666666,0.6,0.16666666666666666,0.025,0.2,0.029411764705882353,0.5882352941176471,0.0,0.0,0.2727272727272727,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GVG_121,0.16666666666666666,0.16666666666666666,1.2,0.26666666666666666,0.04,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
NEW1_014,0.6666666666666666,0.16666666666666666,0.4,0.13333333333333333,0.02,0.8,0.029411764705882353,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.24242424242424243,0.30303030303030304,0.030303030303030304,0,0,0,0,1.0,1.0,1.0,1.0
NAX8_04t,0.16666666666666666,0.16666666666666666,0.3,0.0,0.02,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LOE_086,0.16666666666666666,0.16666666666666666,0.5,0.0,0.03,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FP1_022,0.3333333333333333,0.16666666666666666,0.4,0.1,0.02,0.2,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
NAX1_03,0.16666666666666666,0.16666666666666666,0.2,0.1,0.005,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GVG_110t,0.16666666666666666,0.16666666666666666,0.1,0.03333333333333333,0.005,1.0,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
CFM_336,0.5833333333333334,0.16666666666666666,0.3,0.1,0.015,0.2,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_028,0.6666666666666666,0.16666666666666666,0.5,0.1,0.035,0.2,0.6176470588235294,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_221,0.4166666666666667,0.16666666666666666,0.1,0.06666666666666667,0.005,0.8,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CS2_127,0.16666666666666666,0.16666666666666666,0.3,0.03333333333333333,0.02,0.2,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
GVG_103,0.16666666666666666,0.16666666666666666,0.2,0.03333333333333333,0.01,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
TB_SPT_DPromoCrate2,0.16666666666666666,0.16666666666666666,0.1,0.0,0.02,1.0,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_030,0.6666666666666666,0.16666666666666666,0.2,0.1,0.01,0.2,0.6176470588235294,0.0,0.0,0.0,0.48484848484848486,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_005,0.16666666666666666,0.16666666666666666,0.5,0.13333333333333333,0.01,0.6,0.029411764705882353,0.0,0.0,0.0,0.18181818181818182,0.2727272727272727,0.5151515151515151,0.030303030303030304,0.030303030303030304,0,0,7,1.0,1.0,1.0,1.0,1.0
AT_118,0.16666666666666666,0.16666666666666666,0.6,0.16666666666666666,0.025,0.6,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_111,0.16666666666666666,0.16666666666666666,0.4,0.1,0.025,0.2,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KAR_A10_08,0.16666666666666666,0.16666666666666666,0.4,0.13333333333333333,0.015,1.0,0.4411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_026,0.3333333333333333,0.16666666666666666,0.2,0.13333333333333333,0.015,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
GVG_044,0.16666666666666666,0.16666666666666666,0.3,0.1,0.02,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,1.0
EX1_250,0.5,0.16666666666666666,0.5,0.23333333333333334,0.04,0.6,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FP1_019t,0.08333333333333333,0.16666666666666666,0.1,0.06666666666666667,0.01,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_341,0.75,0.16666666666666666,0.2,0.0,0.025,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_156a,0.16666666666666666,0.16666666666666666,0.1,0.03333333333333333,0.005,0.2,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_712_t07,0.16666666666666666,0.16666666666666666,0.7,0.23333333333333334,0.035,1.0,0.2647058823529412,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
AT_005t,0.16666666666666666,0.16666666666666666,0.3,0.13333333333333333,0.01,1.0,0.4411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
AT_113,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.02,0.6,0.38235294117647056,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BRMA03_3,0.16666666666666666,0.16666666666666666,0.2,0.03333333333333333,0.015,1.0,0.23529411764705882,0.5588235294117647,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CS2_197,0.16666666666666666,0.16666666666666666,0.4,0.13333333333333333,0.02,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_058,0.16666666666666666,0.16666666666666666,0.2,0.06666666666666667,0.015,0.8,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GVG_099,0.16666666666666666,0.16666666666666666,0.5,0.1,0.015,0.8,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_195c,0.08333333333333333,0.16666666666666666,0.0,0.03333333333333333,0.005,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_234,0.75,0.16666666666666666,0.5,0.13333333333333333,0.025,0.2,0.029411764705882353,0.0,0.0,0.0,0.2727272727272727,0.30303030303030304,0.030303030303030304,0.030303030303030304,0.030303030303030304,0,0,1.0,1.0,1.0,1.0,1.0,1.0
GVG_055,0.25,0.16666666666666666,0.4,0.06666666666666667,0.025,0.8,0.029411764705882353,0.0,0.0,0.0,0.15151515151515152,0.2727272727272727,0.24242424242424243,0.030303030303030304,0.030303030303030304,17,0,0,1.0,1.0,0.5714285714285714,1.0,1.0
CS2_142,0.16666666666666666,0.16666666666666666,0.2,0.06666666666666667,0.01,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_083,0.0,0.16666666666666666,0.3,0.06666666666666667,0.01,0.2,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_243,0.5,0.16666666666666666,0.1,0.1,0.005,0.2,0.6764705882352942,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
TU4c_003,0.16666666666666666,0.16666666666666666,0.0,0.0,0.01,0.2,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FP1_012t,0.16666666666666666,0.16666666666666666,0.1,0.03333333333333333,0.01,1.0,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_202,0.08333333333333333,0.16666666666666666,0.4,0.1,0.015,0.8,0.17647058823529413,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CFM_609,0.16666666666666666,0.16666666666666666,0.3,0.1,0.035,0.6,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
NAX8_05,0.16666666666666666,0.16666666666666666,0.6,0.16666666666666666,0.03,1.0,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EX1_050,0.16666666666666666,0.16666666666666666,0.3,0.06666666666666667,0.01,0.8,0.029411764705882353,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0
OG_179,0.5833333333333334,0.16666666666666666,0.1,0.06666666666666667,0.005,0.2,0.14705882352941177,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0
CFM_855,0.16666666666666666,0.16666666666666666,0.6,0.16666666666666666,0.035,0.6,0.029411764705882353,0.0,0.0,0.0,0.2727272727272727,0.42424242424242425,0.30303030303030304,0.030303030303030304,0.030303030303030304,0,0,0,1.0,1.0,1.0,1.0,1.0
EX1_008,0.16666666666666666,0.16666666666666666,0.1,0.03333333333333333,0.005,0.2,0.35294117647058826,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
BRMA09_3t,0.16666666666666666,0.16666666666666666,0.1,0.03333333333333333,0.005,1.0,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_248,0.16666666666666666,0.16666666666666666,0.3,0.03333333333333333,0.025,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OG_153,0.16666666666666666,0.16666666666666666,0.7,0.2,0.04,0.2,0.20588235294117646,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
